C3 O 1 236.732444945 192 1.23298148409
C3 H3 2 214.243120871 192 1.11584958787
C1 C3 3 278.461495265 192 1.45032028784
C1 N 4 391.343518402 288 1.35883166112
N Zn 5 575.810251587 288 1.99934115135
N C2 6 521.511012973 384 1.35810159628
C2 H2 7 416.453903357 384 1.08451537333
C2 C2 8 267.15509835 192 1.39143280391
